Artist,Track,URL,MP3_Path,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Rhythm1,Rhythm2,Rhythm3,Rhythm4,Rhythm5,Rhythm6,Timbre1,Timbre2,Timbre3,Timbre4,Timbre5,Timbre6,ArousalMean,ArousalStd
ASIAN KUNG-FU GENERATION,転がる岩、君に朝が降る,https://open.spotify.com/track/33cvF54sRDtyflQJJ4fjbb,./downloaded_mp3/ASIAN KUNG-FU GENERATION_転がる岩、君に朝が降る.mp3,0.04657832160592079,0.09443550556898117,0.1772424876689911,0.2696731388568878,0.2967979609966278,0.3911973237991333,0.15351757384888437,0.158750315087194,0.06704331637999889,0.010180632284915994,0.0004932798133574644,9.190831020444342e-07,0.027437279000878334,0.07638318091630936,0.15665031969547272,0.22962438,0.2516698,0.13894034922122955,11452.522157698768,2410.864267512488
チャットモンチー,ヒラヒラヒラク秘密ノ扉,https://open.spotify.com/track/5x4CTZqqmcKnxSevz56bwL,./downloaded_mp3/チャットモンチー_ヒラヒラヒラク秘密ノ扉.mp3,0.03588491305708885,0.09776678681373596,0.21494059264659882,0.2809426188468933,0.3784307539463043,0.534002959728241,0.15605581698605295,0.1961376167893925,0.12650800941478518,0.051716700738641534,0.008874962477529889,1.3387056449221478e-05,0.027862142771482468,0.07829687744379044,0.16603390872478485,0.24588668,0.22476287,0.0803326889872551,15847.406489612724,3114.3632958109374
絢香,手をつなごう,https://open.spotify.com/track/1QoCVPSbayKifYbYIVDMV6,./downloaded_mp3/絢香_手をつなごう.mp3,0.061924561858177185,0.12444887310266495,0.15997524559497833,0.1699114590883255,0.1761651635169983,0.16546469926834106,0.1419401660775178,0.2103548373340995,0.23022121052848682,0.20404014200529874,0.21887384156061676,0.2880582155428391,0.03385158255696297,0.09138324111700058,0.1753256469964981,0.2457799,0.24165575,0.20171770453453064,10962.234230113669,4720.098825626102
ＣＯＬＯＲ,君のいない道,https://open.spotify.com/track/1jOLRY5kqTzEHbZSpMPwcS,./downloaded_mp3/ＣＯＬＯＲ_君のいない道.mp3,0.10050506144762039,0.19396264851093292,0.2919583320617676,0.3868812620639801,0.44282597303390503,0.45992541313171387,0.15680448994414298,0.1870903764653367,0.18297398577284374,0.16764106763394923,0.13961182512421214,0.011018344811253761,0.029454931616783142,0.08342786878347397,0.17884856462478638,0.28336793,0.3698527,0.4856937527656555,10820.221365207422,4507.415022045814
瀬口　侑希,幸せになってね,https://open.spotify.com/track/5q1drrfc2rhIVlsPUxptBq,./downloaded_mp3/瀬口　侑希_幸せになってね.mp3,0.09424562007188797,0.2068406045436859,0.33793291449546814,0.38882026076316833,0.3132392466068268,0.16892209649085999,0.1669135247407929,0.2730041653274074,0.38165611579982217,0.3407007837289541,0.38712113324551806,0.062455675906847335,0.037332914769649506,0.10395007580518723,0.21154610812664032,0.29447326,0.2395071,0.08605892956256866,10456.166280144795,3718.252938086546
ＥＴ−ＫＩＮＧ,晴レルヤ,https://open.spotify.com/track/1IfjNzzMnszOiiC9GreVBH,./downloaded_mp3/ＥＴ−ＫＩＮＧ_晴レルヤ.mp3,0.04051157087087631,0.04947579652070999,0.09309862554073334,0.14764836430549622,0.2317756563425064,0.21609440445899963,0.1652358563846926,0.26290299309830184,0.3148742168602217,0.2960821109409265,0.33544990665536856,0.3624725876524176,0.024789778515696526,0.061519600450992584,0.13796207308769226,0.26234603,0.44371894,0.48510488867759705,14215.368178804929,2734.866451738104
海老沢　タケヲ,ハルクル,https://open.spotify.com/track/5AI3Jg9ZfcMzfaenkylbaH,./downloaded_mp3/海老沢　タケヲ_ハルクル.mp3,0.09300768244641307,0.19221254055894846,0.2524688243865967,0.3546397387981415,0.408173143863678,0.5818801522254944,0.18207394439725455,0.24170299137529971,0.18993499126375812,0.1109387630798734,0.08674953551306169,0.0016650100426585722,0.030756434425711632,0.08285333216190338,0.16081783175468445,0.24255033,0.24053186,0.135872483253479,9791.683950552304,2485.2841958872486
レミオロメン,粉雪,https://open.spotify.com/track/1Vimcaq6kgTq6xgHSnr4pS,./downloaded_mp3/レミオロメン_粉雪.mp3,0.05694779482081329,0.12029139471172834,0.2269645780324936,0.31676405668258667,0.39166852831840515,0.43938690423965454,0.12811874754265778,0.15974359456826742,0.11937523297130795,0.0488109957243184,0.0018490627529015192,5.873239256708356e-08,0.02523747831583023,0.0732039213180542,0.16511160135269165,0.2617562,0.27629328,0.13135971128940582,12407.6576393809,4492.410768543022
ＲＡＧ　ＦＡＩＲ,早春ラプソディ,https://open.spotify.com/track/6JdnNhnSA2vzUDfMyLSfwu,./downloaded_mp3/ＲＡＧ　ＦＡＩＲ_早春ラプソディ.mp3,0.06041641905903816,0.12977762520313263,0.25046172738075256,0.34050559997558594,0.4695601761341095,0.4806968569755554,0.1657649319194544,0.2610539800765467,0.3305957972902155,0.2811343454327028,0.3168502673953382,0.4317561823168149,0.027581166476011276,0.07760600745677948,0.17040276527404785,0.25699294,0.33014333,0.2170068621635437,11110.932128232478,2422.150250699907
ジェロ,海雪,https://open.spotify.com/track/3rdp0EkfQjGc2z7zXjBQIb,./downloaded_mp3/ジェロ_海雪.mp3,0.05091226473450661,0.09829935431480408,0.1839451640844345,0.27788305282592773,0.3679657280445099,0.43395647406578064,0.19072464477642512,0.29377104454583464,0.316356243414462,0.3159984407704165,0.27037197938198715,0.2348849965496073,0.030949294567108154,0.08795074373483658,0.18723706901073456,0.2608775,0.18850558,0.04996787756681442,13399.100251821434,3004.3415711831635
湘南乃風,黄金魂,https://open.spotify.com/track/5vzcqUy99JOsCvKeKmf0TG,./downloaded_mp3/湘南乃風_黄金魂.mp3,0.052363332360982895,0.12000109255313873,0.2202855497598648,0.2973681688308716,0.36438801884651184,0.5017485022544861,0.155333743021846,0.22613946248747804,0.2623152961623692,0.30074477944478545,0.2621635381983743,0.2697693698881366,0.022487835958600044,0.06286943703889847,0.13619546592235565,0.22843036,0.31241426,0.22064237296581268,15705.13007832322,4367.3457337332275
キマグレン,あえないウタ,https://open.spotify.com/track/0UDOkZk0HkBBOqmqkNcuYd,./downloaded_mp3/キマグレン_あえないウタ.mp3,0.06920713186264038,0.1583135575056076,0.3087315857410431,0.37421947717666626,0.40072381496429443,0.22191190719604492,0.17783853588155055,0.26858862299134817,0.2793336525094792,0.26620597263948514,0.33755758035346245,0.4188469339389625,0.02928837575018406,0.0794881209731102,0.16611513495445251,0.25292656,0.34463125,0.34644097089767456,13712.486311889805,3136.7018771771
NICO Touches the Walls,夜の果て,https://open.spotify.com/track/74gubSJL2HiW7l4jxKQb7q,./downloaded_mp3/NICO Touches the Walls_夜の果て.mp3,0.055493245215796745,0.12935578216755386,0.20194134289049898,0.31167777357205184,0.4373406171798706,0.6100456714630127,0.1294719040765118,0.10929673560463067,0.04719670602189169,0.028386077451479655,0.0056688078230985265,5.803172540300595e-13,0.02170533500611782,0.06360897421836853,0.1383659541606903,0.21978727,0.22155802,0.0924389660358429,15926.081279316173,4341.637509372717
オトナモード,風になって,https://open.spotify.com/track/1pWSKx66yoXUzlVI2au8QB,./downloaded_mp3/オトナモード_風になって.mp3,0.05162835493683815,0.11503820866346359,0.18829688429832458,0.22755596041679382,0.35780465602874756,0.4011399447917938,0.14039377474409692,0.13510463550527024,0.06494801590999691,0.018050250694142428,9.951417851730197e-05,5.842425962768127e-11,0.028272973373532295,0.08085837960243225,0.17331542074680328,0.2477451,0.24088001,0.12005463987588882,17026.311557808807,2395.999963923614
ポルノグラフィティ,あなたがここにいたら,https://open.spotify.com/track/0EwCuOSVBnIpnLs9uAR72u,./downloaded_mp3/ポルノグラフィティ_あなたがここにいたら.mp3,0.06309576965538949,0.13263012213356143,0.19521457037170553,0.2978445589542389,0.3782285451889038,0.483199805021286,0.15392963419281602,0.17684010465115022,0.12273155327763716,0.13023928348479294,0.13265806085983942,0.00144698392634773,0.032888662070035934,0.09103770554065704,0.1894153505563736,0.2663036,0.23938502,0.07995352149009705,10927.993389137504,3766.506487442257
ａｉｋｏ,二人,https://open.spotify.com/track/28dkaG14rPVPoNLPYJRBDW,./downloaded_mp3/aiko_二人.mp3,0.06447137147188187,0.13354507088661194,0.2155960202217102,0.30460548400878906,0.3741953372955322,0.4195360541343689,0.14316490100166043,0.2008650322276952,0.2596066788697391,0.32324540002956054,0.4229533907814715,0.5625315919749295,0.029754985123872757,0.08383093029260635,0.17242473363876343,0.2664093,0.27300477,0.12511716783046722,9181.392665564379,2660.068972106672
Every Little Thing,サクラビト,https://open.spotify.com/track/6dA8Vp3K67m9VYVFurMJId,./downloaded_mp3/Every Little Thing_サクラビト.mp3,0.1055561825633049,0.2101106196641922,0.29382631182670593,0.38875144720077515,0.4889353811740875,0.5627841353416443,0.13665655567356239,0.16418196112895334,0.11037305965375058,0.04375986240199024,0.005956418602081188,3.270022434009831e-06,0.032397616654634476,0.09027647972106934,0.18249200284481049,0.30093968,0.45038196,0.3843986988067627,14130.548494341108,4429.032877194666
天童　よしみ,幸せはすぐそこに…,https://open.spotify.com/track/5NLbVHJUfOmd4gmawth9Rz,./downloaded_mp3/天童よしみ_幸せはすぐそこに….mp3,0.08209829777479172,0.14680004119873047,0.2800747752189636,0.3501395881175995,0.3150663375854492,0.37721118330955505,0.1861019880710545,0.2628263321690157,0.21621963382943432,0.2057025443526176,0.20185670761744268,0.04542798067825017,0.03326309472322464,0.09384790807962418,0.19902728497982025,0.28334606,0.19591138,0.07246353477239609,12013.689312459375,2991.6142813061047
すぎもとまさと,吾亦紅,https://open.spotify.com/track/0QHRhrl6BDiGwppFlcVSlN,./downloaded_mp3/すぎもとまさと_吾亦紅.mp3,0.07647737860679626,0.17340487241744995,0.3052878975868225,0.39884576201438904,0.43978458642959595,0.3301510810852051,0.2013520900843026,0.31195012828872887,0.3197664149011263,0.2688449749469595,0.19215106306521842,0.017508221959991046,0.033122461289167404,0.09459521621465683,0.19294758141040802,0.2567477,0.20524661,0.13535834848880768,6477.00560745731,2580.5917410881407
NEWS,太陽のナミダ,https://open.spotify.com/track/26Y5Q1kRyKGqjfhilwR4pq,./downloaded_mp3/NEWS_太陽のナミダ.mp3,0.041597843170166016,0.07179181277751923,0.11916440725326538,0.1923946738243103,0.3026075065135956,0.40066811442375183,0.20146971892010612,0.27220743319363033,0.22138808329213305,0.12108086690345099,0.03619648251078344,1.1696446633541749e-06,0.03744013234972954,0.10208465158939362,0.19912296533584595,0.28904986,0.26288003,0.09512379765510559,8910.502090944712,1913.5439243495387
EXILE,Pure,https://open.spotify.com/track/4i2mHCOkZi3sZSDekVxwTj,./downloaded_mp3/EXILE_Pure.mp3,0.08684489130973816,0.17563119530677795,0.28030988574028015,0.3227393925189972,0.3884042203426361,0.35222718119621277,0.1162001644682024,0.11843007847682441,0.11742671234748323,0.08813157287509436,0.04480325378968205,6.808347972639185e-05,0.03350019082427025,0.09513857960700989,0.19761238992214203,0.26826787,0.26864967,0.1853334903717041,11675.372130576872,4775.559127262512
YUI,Namidairo,https://open.spotify.com/track/2g3gBvIRMyYSmaQFDNLutE,./downloaded_mp3/YUI_Namidairo.mp3,0.07329552620649338,0.15475749969482422,0.21467551589012146,0.2836287319660187,0.35502228140830994,0.1754852682352066,0.14143318002995572,0.1908161277380334,0.17857375400615694,0.1692177981327261,0.257660438274087,0.32110613956615874,0.03404350206255913,0.09264975786209106,0.18252792954444885,0.28412685,0.26359037,0.09270329028367996,11149.826370101207,4405.094206987692
清水翔太,HOME,https://open.spotify.com/track/3zQtfqcTwgaz8zV4HJak7m,./downloaded_mp3/清水翔太_HOME.mp3,0.09554081410169601,0.19363942742347717,0.28344568610191345,0.2928512394428253,0.31956934928894043,0.2507427930831909,0.15257713241058846,0.24620648667524167,0.25555042815716633,0.2218154591823175,0.16582303743447754,0.14942611432266942,0.02503090351819992,0.06986822187900543,0.14771102368831635,0.20474488,0.20341977,0.10048828274011612,13701.941203715338,4057.7836710907895
宇多田ヒカル,HEART STATION,https://open.spotify.com/track/4XxGTwKkbYkIfBQG7JyNVh,./downloaded_mp3/宇多田ヒカル_HEART STATION.mp3,0.0265442356467247,0.04116727411746979,0.0777948796749115,0.09832817316055298,0.2043682038784027,0.37757208943367004,0.15515432398852505,0.22635050715881438,0.2547372881051969,0.22733619434077323,0.31760127876604827,0.4199642383800501,0.031349778175354004,0.08334843069314957,0.16788341104984283,0.23120151,0.25730285,0.13141733407974243,10825.521588509906,2899.193245767461
BoA,be with you.,https://open.spotify.com/track/7usZwZytGina9iTXSx6RLz,./downloaded_mp3/BoA_be with you..mp3,0.06277676671743393,0.13240915536880493,0.23532800376415253,0.39704206585884094,0.5251864790916443,0.6340000033378601,0.15304126567577858,0.22011893315230252,0.2728920383018128,0.2957617300652438,0.23489645437290987,0.08534466888570003,0.028171030804514885,0.08178101480007172,0.18179792165756226,0.3026528,0.36280772,0.2373659461736679,11349.359776256702,3780.366908990253
嵐,Step and Go,https://open.spotify.com/track/7kp6sxHL7YcjbEwDvcSvYj,./downloaded_mp3/嵐_Step and Go.mp3,0.03393048048019409,0.06600794941186905,0.11024392396211624,0.15747462213039398,0.26233723759651184,0.4022996127605438,0.16987263488488674,0.21928868677000643,0.23485098377634783,0.28113472759753044,0.1822264989209741,0.2358309714902757,0.02985602430999279,0.08093351125717163,0.16991004347801208,0.28408557,0.4614301,0.6425518989562988,13392.365515646354,2510.6568775613837
加藤ミリヤ,19 Memories,https://open.spotify.com/track/7uy2vSHBES9o1zPoyazMf7,./downloaded_mp3/加藤ミリヤ_19 Memories.mp3,0.05253760889172554,0.08806207776069641,0.13156694173812866,0.2542782723903656,0.3135436773300171,0.28643473982810974,0.20550071971572087,0.3147866388080117,0.3186269814355777,0.18538089647024555,0.03465075033513833,0.00015535744560250946,0.04145454987883568,0.10459381341934204,0.20106078684329987,0.31291774,0.2784969,0.08997731655836105,10114.100260716072,2782.1230160498326
BENNIE K,モノクローム,https://open.spotify.com/track/1J1Bn4IC6NKwhWBvdBNbMt,./downloaded_mp3/BENNIE K_モノクローム.mp3,0.05041443184018135,0.1092640832066536,0.15550701320171356,0.2509826719760895,0.24919036030769348,0.355390340089798,0.1587440028834186,0.2288473528875511,0.23441592951367385,0.25185851075215204,0.1601849773658403,0.1347449582011568,0.023163828998804092,0.05891259014606476,0.11771734058856964,0.17923063,0.22994444,0.2081742286682129,17025.48696002019,3772.9102904858873
木山裕策,home,https://open.spotify.com/track/4Zfk15eeUW2Fi8dubC93BG,./downloaded_mp3/木山裕策_home.mp3,0.07987158000469208,0.1662219911813736,0.2941810190677643,0.426577091217041,0.5194005966186523,0.563113272190094,0.14485519915798262,0.184299308808516,0.19227721025165362,0.22056043086797372,0.25170135483193995,0.07350216127765392,0.029999682679772377,0.08540130406618118,0.17992624640464783,0.27314407,0.3517369,0.3377825617790222,10930.42741117153,5149.234751981683
桑田佳祐,DEAR MY FRIEND,https://open.spotify.com/track/03LRwZHdLJZvrfzdZCEnR5,./downloaded_mp3/桑田佳祐_DEAR MY FRIEND.mp3,0.05110792815685272,0.09580952674150467,0.15385961532592773,0.21466174721717834,0.2806393802165985,0.3951510787010193,0.1877638048590382,0.24339894829362757,0.17891810768492167,0.14266441537771016,0.1095640200422768,0.0002384506859335922,0.03615400567650795,0.09730570018291473,0.18787282705307007,0.24896425,0.2017764,0.06877925246953964,16301.49642300658,3029.1109027256616
氷川きよし,玄海船歌,https://open.spotify.com/track/1zmo6DaTYcw7X4yv5BkC38,./downloaded_mp3/氷川きよし_玄海船歌.mp3,0.06805447489023209,0.13047778606414795,0.23834192752838135,0.323971152305603,0.3539840579032898,0.3367443382740021,0.17833859732593568,0.3204753120136173,0.4074960843812966,0.4867704104415951,0.4389391997395382,0.4680377696402619,0.032985854893922806,0.09593378007411957,0.20837169885635376,0.30818498,0.2232511,0.08239927887916565,12344.81950769689,4713.976150709417
ナイス橋本,マイ★フレンド,https://open.spotify.com/track/4pGHS5HB9Rda2PdkMETfV8,./downloaded_mp3/ナイス橋本_マイ★フレンド.mp3,0.04518384113907814,0.06961929053068161,0.1113876923918724,0.15926650166511536,0.25240617990493774,0.361393004655838,0.19198560999779346,0.29718528063593236,0.3590132384433632,0.2875353540997288,0.2417953277382618,0.3813548783560011,0.026770923286676407,0.07432861626148224,0.15783846378326416,0.22461712,0.35412547,0.43395063281059265,13903.176393450452,4570.338753333451
木村カエラ,Jasper,https://open.spotify.com/track/0bkiYgWXdG8syPsm6j2Hcd,./downloaded_mp3/木村カエラ_Jasper.mp3,0.018482068553566933,0.03810475021600723,0.08289022743701935,0.15099893510341644,0.24988070130348206,0.29184213280677795,0.10756404993377229,0.06395279051420898,0.0573308436480028,0.032581085504710984,1.4229035788688798e-07,3.2515955325838615e-16,0.02704021707177162,0.0775703489780426,0.17203208804130554,0.2965745,0.2986832,0.1321301907300949,15705.090637845306,3833.4838040561826
SOTTE BOSSE,ひらり,https://open.spotify.com/track/3gl0yP9NwTAFwhq7qoW7HM,./downloaded_mp3/SOTTE BOSSE_ひらり.mp3,0.06214536353945732,0.1339268833398819,0.24416150152683258,0.3289477825164795,0.4232236444950104,0.5370803475379944,0.14024588026700946,0.18087647306063737,0.20348916821029953,0.22086685166169936,0.1279326164682304,0.025662392371056598,0.03171229362487793,0.08875928074121475,0.189035102725029,0.28215864,0.35558316,0.23060421645641327,11745.645663149135,5957.408906036538
KREVA,あかさたなはまやらわをん,https://open.spotify.com/track/3eIV8k6jvG0vSvUG4IHZku,./downloaded_mp3/KREVA_あかさたなはまやらわをん.mp3,0.034738216549158096,0.054645147174596786,0.07467540353536606,0.13121843338012695,0.19268232583999634,0.2148285061120987,0.22001412611720664,0.3342761157525822,0.34021021352675024,0.322010168169089,0.16178489864058138,0.05857018380028626,0.03733540698885918,0.09618792682886124,0.1671181470155716,0.25474983,0.22145793,0.1368778496980667,10772.125921865081,2752.168707258926
GReeeeN,旅立ち,https://open.spotify.com/track/54ZRuHMrlqk83ddZX1BBO8,./downloaded_mp3/GReeeeN_旅立ち.mp3,0.04569491744041443,0.08319208770990372,0.13148349523544312,0.181755930185318,0.2953373193740845,0.4111386835575104,0.17013987398250544,0.2519243498634226,0.2692142176646937,0.25672318417983564,0.40634134218842505,0.4578010165388884,0.026687907055020332,0.07255247235298157,0.1534835249185562,0.25550547,0.32776967,0.23389580845832825,12342.877677531973,2361.290836237242
一青窈,空中ブランコ,https://open.spotify.com/track/0teB42jp1nrk4szYs8xGu7,./downloaded_mp3/一青窈_空中ブランコ.mp3,0.03574699461508394,0.07193622055445023,0.12310617417097092,0.17866088449954987,0.27392035722732544,0.4040388762950897,0.16569407575004758,0.19785004204175846,0.15648731383210737,0.05825628590202711,0.00572614849276561,1.5308136886352476e-05,0.02658434398472309,0.07463087886571884,0.15800261497497559,0.22554182,0.24539638,0.09478781372308731,13048.113301890795,3981.3025323529864
レミオロメン,3月9日,https://open.spotify.com/track/31rf3jLBMfnrqLuTPrcxM5,./downloaded_mp3/レミオロメン_3月9日.mp3,0.0856974869966507,0.16759690642356873,0.2271602302789688,0.2911425530910492,0.38493093848228455,0.4393933117389679,0.16773431357451687,0.24683433389966764,0.29063462281538566,0.2584405660281693,0.18785341615441536,0.18630194558341454,0.02911331318318844,0.08048289269208908,0.17170590162277222,0.28428912,0.30764613,0.14590562880039215,12236.776675335776,4477.094063422174
THE ALFEE,Lifetime Love,https://open.spotify.com/track/2GeRUdQCrXNzDfmXhaXAMW,./downloaded_mp3/THE ALFEE_Lifetime Love.mp3,0.0439218133687973,0.0797930359840393,0.12017485499382019,0.1830729842185974,0.29305577278137207,0.37254661321640015,0.13844484485602682,0.19008801825622262,0.19173946956763804,0.1849647098799241,0.0970710005398999,0.01131450918392506,0.029412994161248207,0.08140997588634491,0.16292037069797516,0.25342667,0.23685805,0.07484781742095947,16227.824187365448,3697.51984418878
鶴,恋のゴング,https://open.spotify.com/track/1ygBuxr0wNo7UBnwUPE8hr,./downloaded_mp3/鶴_恋のゴング.mp3,0.0527859628200531,0.11455729603767395,0.1701982468366623,0.16635477542877197,0.26589542627334595,0.30331718921661377,0.16235599044006396,0.1982324151151267,0.17244630456315213,0.1339614013361368,0.1538548688787504,0.10350088797737726,0.034270867705345154,0.09546710550785065,0.19894008338451385,0.31356722,0.34562084,0.10597152262926102,18207.299579965045,1742.9732001818506
山崎まさよし,真夜中のBoon Boon,https://open.spotify.com/track/3AnGut9MM2la1wXkDtGpBz,./downloaded_mp3/山崎まさよし_真夜中のBoon Boon.mp3,0.05591963976621628,0.10782118141651154,0.1495589315891266,0.19006440043449402,0.2832089066505432,0.2140922248363495,0.1613833446425664,0.2035094888619437,0.19397960418462445,0.18886821489679942,0.2215997775057852,0.2778089356104963,0.027303967624902725,0.07286854088306427,0.14268316328525543,0.1910818,0.2339424,0.1402592957019806,13188.127871982957,2854.472827639331
The Gospellers,青い鳥,https://open.spotify.com/track/4c7hgoL7DMUqL6oUxD6UPV,./downloaded_mp3/The Gospellers_青い鳥.mp3,0.07539653485536672,0.14585485792956362,0.23836831748485565,0.3233221173286438,0.3566405475139618,0.46559062600135803,0.13766373198861115,0.238070578364118,0.2857039038964368,0.21779421886298553,0.19533698083693343,0.1841459721866778,0.02853848598897457,0.0829477310180664,0.17841126024723053,0.26084012,0.28655806,0.1711621880531311,9338.977924675564,5476.196577231657
YUI,Laugh away,https://open.spotify.com/track/4vaEjUmTh0M8BQW9OLciie,./downloaded_mp3/YUI_Laugh away.mp3,0.04665539041161537,0.1101374700665474,0.21841199696063995,0.28774428367614746,0.31378889083862305,0.27786359190940857,0.14244960717712007,0.1518176691541496,0.1089722378032389,0.13452545638904365,0.06740794083254138,3.6585476562857214e-06,0.030126415193080902,0.08204782009124756,0.16945935785770416,0.2500072,0.34017915,0.2677207589149475,9991.120906156117,2234.70075792858
FUNKY MONKEY BABYS,旅立ち,https://open.spotify.com/track/3i10BgSE1GZkHGwU8nAGrb,./downloaded_mp3/FUNKY MONKEY BABYS_旅立ち.mp3,0.04224901273846626,0.0757385790348053,0.12132159620523453,0.15435341000556946,0.23581093549728394,0.2341555804014206,0.16458434182809037,0.251031025778654,0.23382289450011107,0.19336332578841645,0.1980026415829361,0.11343987209182872,0.02855742909014225,0.07506724447011948,0.15202124416828156,0.22409981,0.27966815,0.15216344594955444,14820.389080562112,4577.718050820352
