Artist,Track,URL,MP3_Path,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
UVERworld,GO-ON,https://open.spotify.com/track/6SyR6c2BVO0Wa72dQEFBzv,./downloaded_mp3/UVERworld_GO-ON.mp3,98,98,70.0,32.08,3,210,-0.21,-2.33
原由子,夢をアリガトウ,https://open.spotify.com/track/3gw82H9j8IEuslXU2oSx4m,./downloaded_mp3/原由子_夢をアリガトウ.mp3,91,100,80.67,27.93,6,484,-1.14,-0.49
スピッツ,君は太陽,https://open.spotify.com/track/3VoiGEYdn0OWtYheBKBNjz,./downloaded_mp3/スピッツ_君は太陽.mp3,74,98,75.43,19.78,7,528,-0.97,-0.24
Dragon Ash,CALLIN',https://open.spotify.com/track/6ynqWpdTwrC30fjLK5RqTm,./downloaded_mp3/Dragon Ash_CALLIN'.mp3,66,66,55.33,15.14,3,166,-0.35,-2.33
ゆず,虹,https://open.spotify.com/track/1auxo0MzUgjI6tre1PZYIw,./downloaded_mp3/ゆず_虹.mp3,46,100,56.95,29.06,20,1139,-0.39,-0.98
NICO Touches the Walls,ホログラム,https://open.spotify.com/track/3s067jTdOv8wnuUHeXdtjT,./downloaded_mp3/NICO Touches the Walls_ホログラム.mp3,43,95,60.25,34.85,4,241,-0.1,-2.25
SEAMO,My ANSWER,https://open.spotify.com/track/023pK7YzxE2qAoyE8YVeTm,./downloaded_mp3/SEAMO_My ANSWER.mp3,32,95,68.75,27.04,4,275,-0.38,-1.91
supercell,君の知らない物語,https://open.spotify.com/track/2FXnjOr5iBbZLV0efg0Xgi,./downloaded_mp3/supercell_君の知らない物語.mp3,92,92,65.33,28.1,3,196,-0.09,-2.33
SUPER BEAVER,二つの旅路,https://open.spotify.com/track/3Jk4teoAEgOedxtgsB9Htm,./downloaded_mp3/SUPER BEAVER_二つの旅路.mp3,30,92,63.0,32.09,4,252,-0.03,-2.39
Salyu,EXTENSION,https://open.spotify.com/track/1g7Mjy3CvsyMGGqGHuwoW8,./downloaded_mp3/Salyu_EXTENSION.mp3,27,69,37.75,23.57,4,151,0.3,-1.96
氷川きよし,ときめきのルンバ,https://open.spotify.com/track/7j8SujLllLWJmv2hSPzJTk,./downloaded_mp3/氷川きよし_ときめきのルンバ.mp3,98,98,74.0,25.06,3,222,-0.08,-2.33
TOKYO NO.1 SOUL SET + HALCALI,今夜はブギー・バック,https://open.spotify.com/track/7EmYLgRlPsIuxr2pKZPtA3,./downloaded_mp3/TOKYO NO.1 SOUL SET + HALCALI_今夜はブギー・バック.mp3,29,97,54.45,24.34,11,599,0.42,-1.34
the pillows,雨上がりに見た幻,https://open.spotify.com/track/7Ep29x4toDllfez5t4yxCB,./downloaded_mp3/the pillows_雨上がりに見た幻.mp3,7,97,61.2,36.35,5,306,-0.37,-1.73
いきものがかり,YELL,https://open.spotify.com/track/4NmzMLuyfuF9UpzjbhSiwl,./downloaded_mp3/いきものがかり_YELL.mp3,100,100,50.21,31.5,19,954,0.1,-1.55
Hilcrhyme,春夏秋冬,https://open.spotify.com/track/6WYirtXQjDJpCQkv4XTBxY,./downloaded_mp3/ヒルクライム_春夏秋冬.mp3,95,99,54.6,31.81,25,1365,-0.04,-1.56
mihimaru GT,アンロック,https://open.spotify.com/track/03ZHNm23lakRPSeXzyrnqf,./downloaded_mp3/mihimaru GT_アンロック.mp3,87,87,69.33,15.37,3,208,0.37,-2.33
菅原紗由理,あの日の約束,https://open.spotify.com/track/6W05TWWpLWIL8i0PmtfQTU,./downloaded_mp3/菅原紗由理_あの日の約束.mp3,85,94,71.25,21.41,4,285,0.05,-2.37
Every Little Thing,DREAM GOES ON,https://open.spotify.com/track/50H4x5tWxztqYVzxkLLHkw,./downloaded_mp3/Every Little Thing_DREAM GOES ON.mp3,84,84,52.33,32.01,3,157,-0.02,-2.33
アンジェラ・アキ,愛の季節,https://open.spotify.com/track/3eBcCMKXntanadS803NvsQ,./downloaded_mp3/アンジェラ・アキ_愛の季節.mp3,83,95,55.14,32.41,7,386,-0.33,-1.61
さかいゆう,ストーリー,https://open.spotify.com/track/7qhDgkhFcrFSRWVkqGuI60,./downloaded_mp3/さかいゆう_ストーリー.mp3,82,99,83.11,18.2,9,748,-0.82,-0.82
BEAT CRUSADERS,LET IT GO,https://open.spotify.com/track/1HIdB79IDx8pFdpxzCPGfw,./downloaded_mp3/BEAT CRUSADERS_LET IT GO.mp3,81,81,42.5,28.62,4,170,0.34,-1.93
いきものがかり,じょいふる,https://open.spotify.com/track/5TMjgmcrfoscvd75Nlvgb7,./downloaded_mp3/いきものがかり_じょいふる.mp3,80,82,47.0,26.94,16,752,-0.11,-1.7
倖田來未,Alive,https://open.spotify.com/track/76tJIh9eAc67ZldMYkruGT,./downloaded_mp3/倖田來未_Alive.mp3,69,97,57.67,46.06,3,173,-0.23,-2.33
D.W.ニコルズ,マイライフストーリー,https://open.spotify.com/track/5pJN5Hz7s8gHqGPZPiMBk2,./downloaded_mp3/D.W.ニコルズ_マイライフストーリー.mp3,66,94,66.0,31.34,5,330,-0.79,-1.22
B'z,MY LONELY TOWN,https://open.spotify.com/track/6vHXMEBFbiNbsDp5Je3mKp,./downloaded_mp3/B'z_MY LONELY TOWN.mp3,64,100,71.56,21.74,9,644,-0.26,-1.43
スキマスイッチ,ゴールデンタイムラバー,https://open.spotify.com/track/1PGCzcLCqV1yu9M3FmxKlu,./downloaded_mp3/スキマスイッチ_ゴールデンタイムラバー.mp3,63,99,75.2,17.84,10,752,-0.53,-0.92
Chicago Poodle,さよならベイベー,https://open.spotify.com/track/0Qo3O2eHtEstkUHbAg4zhK,./downloaded_mp3/Chicago Poodle_さよならベイベー.mp3,53,97,78.83,15.88,6,473,-0.41,-1.49
Aqua Timez,最後まで,https://open.spotify.com/track/7CxHoZ4Zcgi2H9LYqSnAly,./downloaded_mp3/Aqua Timez_最後まで.mp3,51,85,52.6,19.57,5,263,0.68,-1.28
PUSHIM,My Endless Love,https://open.spotify.com/track/6B1NWopkhLMX3V0VTk5jL5,./downloaded_mp3/PUSHIM_My Endless Love.mp3,50,50,27.0,21.53,4,108,-0.12,-2.12
YUI,It's all too much,https://open.spotify.com/track/6XTxPy4Xpf0pXrkfxv7zim,./downloaded_mp3/YUI_It's all too much.mp3,49,100,68.29,27.75,7,478,-0.29,-1.55
Cocco,絹ずれ,https://open.spotify.com/track/6L0atiuUJKCmcbA74n8o3k,./downloaded_mp3/Cocco_絹ずれ.mp3,46,85,44.67,41.02,3,134,-0.03,-2.33
スネオヘアー,ロデオ,https://open.spotify.com/track/7z4KC5O4FCUC21qATzb0I2,./downloaded_mp3/スネオヘアー_ロデオ.mp3,45,45,36.67,11.15,3,110,-0.33,-2.33
フラワーカンパニーズ,深夜高速,https://open.spotify.com/track/60LhFAqVgKazNwYQD1O3kS,./downloaded_mp3/フラワーカンパニーズ_深夜高速.mp3,44,66,47.75,15.97,4,191,-0.09,-1.98
ポルノグラフィティ,この胸を、愛を射よ,https://open.spotify.com/track/32sSbaRyvkY0xzAeIdQ1mr,./downloaded_mp3/ポルノグラフィティ_この胸を、愛を射よ.mp3,42,99,66.2,28.54,5,331,-0.15,-2.06
絢香,三日月,https://open.spotify.com/track/5SDVaYU4nfaIV0rNSlWSCa,./downloaded_mp3/絢香_三日月.mp3,41,41,33.67,6.66,3,101,0.23,-2.33
JAY'ED,Everybody,https://open.spotify.com/track/0GQuDSiQdagMWRHgqHjx5D,./downloaded_mp3/JAY'ED_Everybody.mp3,35,94,68.88,21.82,8,551,-0.34,-1.62
河村隆一,Brilliant Stars,https://open.spotify.com/track/5ym8rxTqmGcO7oTSunKAW4,./downloaded_mp3/河村隆一_Brilliant Stars.mp3,32,79,50.67,24.95,3,152,0.33,-2.33
Crystal Kay,恋におちたら,https://open.spotify.com/track/4wOgBRh7btZbfiERDDYweM,./downloaded_mp3/Crystal Kay_恋におちたら.mp3,27,50,35.5,12.66,4,142,0.09,-2.26
Prague,Slow Down,https://open.spotify.com/track/65qXiitKcwFinRzyrgDKcQ,./downloaded_mp3/Prague_Slow Down.mp3,22,62,37.67,21.36,3,113,0.34,-2.33
川中美幸,郡上夢うた,https://open.spotify.com/track/5w9PnxfKOga2VeU4i33TGx,./downloaded_mp3/川中美幸_郡上夢うた.mp3,20,72,49.67,26.76,3,149,-0.25,-2.33
福原美穂,LET IT OUT,https://open.spotify.com/track/3O6uWEmwDlkT7EmucuRdvB,./downloaded_mp3/福原美穂_LET IT OUT.mp3,10,87,49.8,29.12,5,249,-0.09,-1.74
AKB48,言い訳Maybe,https://open.spotify.com/track/3v3UcznILhLLDRHfPKKBb2,./downloaded_mp3/AKB48_言い訳Maybe.mp3,99,99,82.0,19.97,3,246,-0.23,-2.33
平原綾香,ミオ・アモーレ,https://open.spotify.com/track/37ejQw8mbhNJ5Dz7miEUDW,./downloaded_mp3/平原綾香_ミオ・アモーレ.mp3,69,73,56.67,24.91,3,170,-0.37,-2.33
V6,GUILTY,https://open.spotify.com/track/0AmJjcGDVWpmRbo9apmpUZ,./downloaded_mp3/V6_GUILTY.mp3,33,99,55.5,39.99,4,222,0.0,-2.25
Mr.Children,君がいた夏,https://open.spotify.com/track/1G2qg6vSqkZMxuiy5xUYyP,./downloaded_mp3/Mr.Children_君がいた夏.mp3,22,58,25.38,21.21,8,203,0.36,-1.55
Crystal Kay,Step by Step,https://open.spotify.com/track/5hoH543O48AjYylv7D80Bs,./downloaded_mp3/Crystal Kay_Step by Step.mp3,49,49,36.0,15.39,3,108,-0.24,-2.33
堂本剛,Sunday Morning,https://open.spotify.com/track/0j0EgNMsVEATvFNR2mWYPN,./downloaded_mp3/堂本剛_Sunday Morning.mp3,15,82,51.67,33.95,3,155,-0.18,-2.33
中島美嘉,CANDY GIRL,https://open.spotify.com/track/3ZAyhD4A2il31jabmHgEj8,./downloaded_mp3/中島美嘉_CANDY GIRL.mp3,32,88,55.33,29.14,3,166,0.29,-2.33
STARDUST REVUE,潮騒静夜,https://open.spotify.com/track/284t3uUeVCzp57QYOSaBxV,./downloaded_mp3/STARDUST REVUE_潮騒静夜.mp3,80,80,46.33,38.73,3,139,-0.21,-2.33
AI,Story,https://open.spotify.com/track/0V2axJ946WH1vt9t5SGMLV,./downloaded_mp3/AI_Story.mp3,34,83,33.0,27.08,25,825,0.6,-1.03
9mm Parabellum Bullet,Cold Edge,https://open.spotify.com/track/0B94Iw3jouiIVUBRqOJq0U,./downloaded_mp3/9mm Parabellum Bullet_Cold Edge.mp3,24,93,52.0,36.29,3,156,0.31,-2.33
平井堅,僕は君に恋をする,https://open.spotify.com/track/2Kp8Uh86qX7i2GydDkuZfl,./downloaded_mp3/平井堅_僕は君に恋をする.mp3,100,100,67.62,33.31,8,541,-0.41,-1.72
AKB48,RIVER,https://open.spotify.com/track/3SMnwkGTlR5CuKeraJvRqV,./downloaded_mp3/AKB48_RIVER.mp3,99,99,66.75,30.21,4,267,-0.12,-2.11
AAA,Hide-away,https://open.spotify.com/track/7o5kA4TKnW5i6v6Xp6dPmj,./downloaded_mp3/AAA_Hide-away.mp3,93,93,55.33,43.32,3,166,-0.21,-2.33
Juliet,フユラブ,https://open.spotify.com/track/3xuMovJ6G1VgDde6N7WQlO,./downloaded_mp3/Juliet_フユラブ.mp3,83,93,68.0,18.25,7,476,0.02,-1.83
GLAY,FAME IS DEAD,https://open.spotify.com/track/2L737BiXpTnGCVKShKhZTl,./downloaded_mp3/GLAY_FAME IS DEAD.mp3,82,82,55.67,22.85,3,167,0.38,-2.33
森山直太朗,涙,https://open.spotify.com/track/08D839rVX6Q4kJkaF4Nb06,./downloaded_mp3/森山直太朗_涙.mp3,80,80,37.0,39.61,3,111,0.19,-2.33
KinKi Kids,スワンソング,https://open.spotify.com/track/788CRVJXIXSFYknm6HZPln,./downloaded_mp3/KinKi Kids_スワンソング.mp3,74,100,74.67,18.57,6,448,0.21,-1.84
UVERworld,哀しみはきっと,https://open.spotify.com/track/1HlZmEw99Zmca0hLzvPCru,./downloaded_mp3/UVERworld_哀しみはきっと.mp3,72,99,81.33,15.31,3,244,0.38,-2.33
EXILE,ふたつの唇,https://open.spotify.com/track/6xzSG10Ak6VWY57leLYWDs,./downloaded_mp3/EXILE_ふたつの唇.mp3,66,99,69.86,23.32,14,978,-0.74,-0.39
JASMINE,No More,https://open.spotify.com/track/70Z5Wtx3l0f1ku0MQAxgr0,./downloaded_mp3/JASMINE_No More.mp3,65,93,62.5,22.35,4,250,0.41,-1.96
嵐,マイガール,https://open.spotify.com/track/6rCaPvmNWMCgrG7luwaHs5,./downloaded_mp3/嵐_マイガール.mp3,60,100,72.08,21.63,13,937,-0.54,-0.67
THE BAWDIES,IT'S TOO LATE,https://open.spotify.com/track/4tlE9cRxHaCDXSOnAiNT4g,./downloaded_mp3/THE BAWDIES_IT'S TOO LATE.mp3,53,97,55.14,36.26,7,386,-0.24,-1.74
水樹奈々,夢幻,https://open.spotify.com/track/2QFYvVND7WEi3cLnIx0deP,./downloaded_mp3/水樹奈々_夢幻.mp3,51,97,63.33,29.5,3,190,0.34,-2.33
MONKEY MAJIK,虹色の魚,https://open.spotify.com/track/4BYWd5f1RLj0fY1zd1ykYC,./downloaded_mp3/MONKEY MAJIK_虹色の魚.mp3,50,91,58.25,25.1,4,233,0.23,-1.93
MISIA,逢いたくていま,https://open.spotify.com/track/7FJC2pF6zMliU7Lvk0GBDV,./downloaded_mp3/MISIA_逢いたくていま.mp3,40,98,53.33,32.7,15,800,-0.29,-1.56
ゴスペラーズ,ラヴ・ノーツ,https://open.spotify.com/track/6pDll5ueK0oAaK8RyEiUa3,./downloaded_mp3/ゴスペラーズ_ラヴ・ノーツ.mp3,37,90,50.0,31.93,4,200,0.15,-2.02
SCANDAL,夢見るつばさ,https://open.spotify.com/track/4s7ywH0u8sQAtqvNwjTwVL,./downloaded_mp3/SCANDAL_夢見るつばさ.mp3,35,87,55.67,27.59,3,167,0.33,-2.33
Lil'B,つないだ手,https://open.spotify.com/track/7934ie1UyuInkuzQimJjjn,./downloaded_mp3/Lil'B_つないだ手.mp3,28,94,50.0,24.22,6,300,0.78,-1.0
DAISHI DANCE,Memory,https://open.spotify.com/track/2CgjterwBmpwKW0rAETDEP,./downloaded_mp3/DAISHI DANCE_Memory.mp3,19,45,26.5,17.99,4,106,-0.12,-2.17
FUNKY MONKEY BABYS,ヒーロー,https://open.spotify.com/track/5iSNxrAoctBnFfyz8J9bDO,./downloaded_mp3/FUNKY MONKEY BABYS_ヒーロー.mp3,15,97,38.38,26.02,16,614,0.9,-0.3
中島美嘉,流れ星,https://open.spotify.com/track/16LbV76ag0NImadnwlih64,./downloaded_mp3/中島美嘉_流れ星.mp3,12,92,47.4,36.3,5,237,-0.0,-2.08
EMI MARIA,One Way Love,https://open.spotify.com/track/20cYhDKsGhwBApJuRuncm4,./downloaded_mp3/EMI MARIA_One Way Love.mp3,39,64,45.0,16.82,3,135,0.31,-2.33
DEEP,Endless road,https://open.spotify.com/track/246bosRGsHPEroPX2KOBjG,./downloaded_mp3/DEEP_Endless road.mp3,6,70,38.67,32.02,3,116,-0.04,-2.33
坂本冬美,また君に恋してる,https://open.spotify.com/track/6zJ3yMfQXJ8pYrjNl52vzy,./downloaded_mp3/坂本冬美_また君に恋してる.mp3,33,89,56.31,23.58,16,901,-0.39,-1.03
BENNIE BECCA,Dreamer,https://open.spotify.com/track/4xysFzM84hNB80PHwxTBVO,./downloaded_mp3/BENNIE BECCA_Dreamer.mp3,25,82,48.0,23.42,5,240,0.29,-1.79
BUMP OF CHICKEN,R.I.P.,https://open.spotify.com/track/5q2ajC9G3FOrh9ooEf18oF,./downloaded_mp3/BUMP OF CHICKEN_R.I.P..mp3,80,99,58.31,30.98,13,758,-0.18,-1.62
一青窈,うんと幸せ,https://open.spotify.com/track/7yqK72prfomwNDOybv9SL1,./downloaded_mp3/一青窈_うんと幸せ.mp3,66,80,52.2,22.43,5,261,0.01,-2.07
YUKI,COSMIC BOX,https://open.spotify.com/track/50XOqaGw9pAWDJcKgVId51,./downloaded_mp3/YUKI_COSMIC BOX.mp3,59,91,58.17,21.19,6,349,0.42,-1.73
ステレオポニー,ツキアカリのミチシルベ,https://open.spotify.com/track/6u6MGAF5TQ0PvQf5rkf5zX,./downloaded_mp3/ステレオポニー_ツキアカリのミチシルベ.mp3,48,90,54.33,32.96,3,163,0.19,-2.33
いきものがかり,なくもんか,https://open.spotify.com/track/7KTjHBd1qavRoioWxO8aVC,./downloaded_mp3/いきものがかり_なくもんか.mp3,43,98,58.67,28.27,6,352,0.06,-1.62
Peaky SALT,三日月ハーフパイプ,https://open.spotify.com/track/2zxfni60wKmIKuVBt2mucr,./downloaded_mp3/Peaky SALT_三日月ハーフパイプ.mp3,31,35,21.25,14.97,4,85,-0.27,-2.09
GENERAL HEAD MOUNTAIN,羽,https://open.spotify.com/track/3COcoP5XrZREKvHgnnjuDq,./downloaded_mp3/GENERAL HEAD MOUNTAIN_羽.mp3,18,84,58.25,31.27,4,233,-0.29,-2.11
大橋トリオ,Winterland,https://open.spotify.com/track/3VcMqk6LSZ9wNrfLvBxrdN,./downloaded_mp3/大橋トリオ_Winterland.mp3,4,86,58.2,32.0,5,291,-0.81,-1.22
レミオロメン,恋の予感から,https://open.spotify.com/track/2dG3o5lJyvi9qD7lYV1PRi,./downloaded_mp3/レミオロメン_恋の予感から.mp3,3,92,43.71,30.25,7,306,0.16,-1.5
清竜人,ヘルプミーヘルプミーヘルプミー,https://open.spotify.com/track/6SoQYZPkh7aViScbGWevPP,./downloaded_mp3/清竜人_ヘルプミーヘルプミーヘルプミー.mp3,1,62,24.0,33.15,3,72,0.36,-2.33
lecca,My measure,https://open.spotify.com/track/4Ext7JhCRjhmJKeNXGNMqM,./downloaded_mp3/lecca_My measure.mp3,46,90,63.8,21.75,5,319,-0.1,-2.01
sleepy.ab,メロウ,https://open.spotify.com/track/6MMchdYW5MN1LKg8l7HZP1,./downloaded_mp3/sleepy.ab_メロウ.mp3,41,88,62.0,21.64,6,372,0.28,-2.04
のあのわ,Sweet Sweet,https://open.spotify.com/track/5ii9GjkwC5ztxfgVf6Wdkb,./downloaded_mp3/のあのわ_Sweet Sweet.mp3,14,76,51.5,27.89,4,206,-0.38,-1.99
小泉今日子,木枯しに抱かれて,https://open.spotify.com/track/4dFnkr0vr6HfMVzGbQstrg,./downloaded_mp3/小泉今日子_木枯しに抱かれて.mp3,10,16,11.33,4.16,3,34,0.29,-2.33
加藤ミリヤ,WHY,https://open.spotify.com/track/0UdOo7iZINzwUhosZ2T5Rs,./downloaded_mp3/加藤ミリヤ_WHY.mp3,60,93,57.25,33.05,4,229,-0.28,-1.85
the HIATUS,Insomnia,https://open.spotify.com/track/3MSPu7bBd7zQX7zYybdzk6,./downloaded_mp3/the HIATUS_Insomnia.mp3,32,96,65.5,28.91,4,262,-0.07,-2.2
JUJU,PRESENT,https://open.spotify.com/track/1BEns84X6IGKa99yOVARoK,./downloaded_mp3/JUJU_PRESENT.mp3,29,87,56.0,27.03,6,336,-0.37,-1.8
moumoon,青い月とアンビバレンスな愛,https://open.spotify.com/track/1GG3CErQRSR9NCFNR9nrmI,./downloaded_mp3/moumoon_青い月とアンビバレンスな愛.mp3,5,91,65.75,40.9,4,263,-0.71,-1.72
Mr.Children,fanfare,https://open.spotify.com/track/78thhWnYLGIBaEqNcmhyHL,./downloaded_mp3/Mr.Children_fanfare.mp3,89,90,75.0,19.92,8,600,-1.22,0.1
東京事変,能動的三分間,https://open.spotify.com/track/4veOvrYiK224LWEqHX39vv,./downloaded_mp3/東京事変_能動的三分間.mp3,74,100,84.86,12.5,7,594,-0.13,-1.86
熊谷育美,人待雲,https://open.spotify.com/track/6oHAxfdLHJwUFSUofa9FFM,./downloaded_mp3/熊谷育美_人待雲.mp3,52,52,43.33,8.5,3,130,0.04,-2.33
GIRL NEXT DOOR,Orion,https://open.spotify.com/track/1Y4mbeHmbyn4fi5itDLD6h,./downloaded_mp3/GIRL NEXT DOOR_Orion.mp3,42,85,59.0,22.87,3,177,0.33,-2.33
ポルノグラフィティ,アニマロッサ,https://open.spotify.com/track/7BrhAw4AnT8p62zqhCSW6O,./downloaded_mp3/ポルノグラフィティ_アニマロッサ.mp3,23,98,59.0,34.55,4,236,0.06,-2.25
馬場俊英,明日に咲く花,https://open.spotify.com/track/6zvVsMyajHlv7a6AFIRQAs,./downloaded_mp3/馬場俊英_明日に咲く花.mp3,20,66,44.67,23.18,3,134,-0.14,-2.33
ASIAN KUNG-FU GENERATION,新世紀のラブソング,https://open.spotify.com/track/4TbKZPrJsqBgfyX2syEy8e,./downloaded_mp3/ASIAN KUNG-FU GENERATION_新世紀のラブソング.mp3,12,93,55.25,37.02,4,221,-0.1,-2.22
福山雅治,はつ恋,https://open.spotify.com/track/6vOXITaqQUlPqFBHxfiP3g,./downloaded_mp3/福山雅治_はつ恋.mp3,98,100,73.33,31.67,9,660,-0.86,-0.85
桑田佳祐,君にサヨナラを,https://open.spotify.com/track/1I7xw3E2jHOsPLsarNlQWK,./downloaded_mp3/桑田佳祐_君にサヨナラを.mp3,95,100,79.88,27.65,8,639,-0.81,-1.24
BUMP OF CHICKEN,Merry Christmas,https://open.spotify.com/track/1ONhLcDQG5TYTj2vvo04VW,./downloaded_mp3/BUMP OF CHICKEN_Merry Christmas.mp3,91,91,76.0,10.17,5,380,0.46,-1.86
西野カナ,Dear…,https://open.spotify.com/track/332fDlQqsFVpB5wdwJ5SJt,./downloaded_mp3/西野カナ_Dear….mp3,77,98,61.43,34.61,7,430,-0.48,-1.66
菅原紗由理,君がいるから,https://open.spotify.com/track/2ZPXckw9tmZc9g5tBXMWNk,./downloaded_mp3/菅原紗由理_君がいるから.mp3,71,95,68.56,18.88,9,617,0.03,-1.44
BoA,まもりたい〜White Wishes〜,https://open.spotify.com/track/4qBWHPavQRjxAEKgHrLzRm,./downloaded_mp3/BoA_まもりたい〜White Wishes〜.mp3,69,97,61.4,35.81,5,307,-0.18,-2.1
清水翔太,君が好き,https://open.spotify.com/track/3eXHuJ6JHV7OKnyDyxeQ1F,./downloaded_mp3/清水翔太_君が好き.mp3,68,99,75.25,16.17,4,301,0.66,-1.74
WEAVER,トキドキセカイ,https://open.spotify.com/track/5vrD41gUZ9ajn4jsKMndU9,./downloaded_mp3/WEAVER_トキドキセカイ.mp3,65,80,54.5,22.52,4,218,0.0,-2.15
school food punishment,light prayer,https://open.spotify.com/track/3oA7Co3ShjW7uj29gyClPf,./downloaded_mp3/school food punishment_light prayer.mp3,50,74,55.6,15.71,5,278,-0.35,-1.6
quasimode,Relight My Fire,https://open.spotify.com/track/2zPqWCqgVk4SK3RywtimKO,./downloaded_mp3/quasimode_Relight My Fire.mp3,49,76,60.75,12.58,4,243,0.18,-2.2
THE ALFEE,この愛を捧げて,https://open.spotify.com/track/3CA23F8ORdmD77YSg6G7qi,./downloaded_mp3/THE ALFEE_この愛を捧げて.mp3,48,97,50.67,45.06,3,152,0.06,-2.33
浜崎あゆみ,You were...,https://open.spotify.com/track/6R41WU261wEfuUh5Omkd76,./downloaded_mp3/浜崎あゆみ_You were....mp3,38,87,58.67,25.38,3,176,0.27,-2.33
DREAMS COME TRUE,WINTER SONG,https://open.spotify.com/track/01V6qmV35VqqwduYO45WMS,./downloaded_mp3/DREAMS COME TRUE_WINTER SONG.mp3,34,48,25.25,20.02,4,101,-0.02,-2.11
Steady&Co.,Only Holy Story,https://open.spotify.com/track/598BrgIdXL6jRUKyzZQIWa,./downloaded_mp3/Steady&Co._Only Holy Story.mp3,26,32,23.5,6.86,4,94,0.2,-2.16
阿部真央,いつの日も,https://open.spotify.com/track/3DkBLgfCY76YnhcI5pOkds,./downloaded_mp3/阿部真央_いつの日も.mp3,22,99,47.75,34.34,12,573,0.29,-1.54
サカナクション,アルクアラウンド,https://open.spotify.com/track/3ov6DXhs8UfsHqoMLz4zO9,./downloaded_mp3/サカナクション_アルクアラウンド.mp3,15,97,54.23,31.62,13,705,0.07,-1.74
秦基博,アイ,https://open.spotify.com/track/1FxhpxQzghrFjwJiF2GhXh,./downloaded_mp3/秦基博_アイ.mp3,12,96,45.17,33.83,12,542,0.22,-1.68
GReeeeN,愛唄,https://open.spotify.com/track/7CKNIPYunPhupoNZXdi4GS,./downloaded_mp3/GReeeeN_愛唄.mp3,37,53,22.0,17.06,12,264,0.71,-1.09
RIP SLYME,星に願いを,https://open.spotify.com/track/17x9e1QMRaJokrl4Qq9iKK,./downloaded_mp3/RIP SLYME_星に願いを.mp3,19,19,17.67,1.53,3,53,-0.21,-2.33
杏里,悲しみがとまらない,https://open.spotify.com/track/3Ad81lTEJzWDTnjqC3S04z,./downloaded_mp3/杏里_悲しみがとまらない.mp3,47,47,30.25,20.6,4,121,-0.44,-1.96
CHERRYBLOSSOM,夢のマニュアル,https://open.spotify.com/track/4nThFqRIaJmdKlFGHFp0TX,./downloaded_mp3/CHERRYBLOSSOM_夢のマニュアル.mp3,39,39,24.0,15.0,3,72,0.0,-2.33
w-inds.,New World,https://open.spotify.com/track/09nXLLElQ0ppZzwtPVs8sF,./downloaded_mp3/w-inds._New World.mp3,98,98,54.25,41.94,4,217,-0.01,-2.31
ジョン・レノン,イマジン,https://open.spotify.com/track/6ZRQDLMF7P6v3AWvkd7Ufd,./downloaded_mp3/ジョン・レノン_イマジン.mp3,21,56,38.0,17.52,3,114,0.06,-2.33
JUDY AND MARY,クリスマス,https://open.spotify.com/track/7BHuEHufMzJVVu1Avp2PmD,./downloaded_mp3/JUDY AND MARY_クリスマス.mp3,20,26,21.0,4.58,3,63,0.21,-2.33
YUI,GLORIA,https://open.spotify.com/track/4Gz6tu4JJD7NtlcTSkB4VC,./downloaded_mp3/YUI_GLORIA.mp3,100,100,81.43,18.38,7,570,-0.57,-1.63
中島美嘉,ALWAYS,https://open.spotify.com/track/6lxbvKstHbq2grybYA52T8,./downloaded_mp3/中島美嘉_ALWAYS.mp3,99,99,78.6,14.66,5,393,0.37,-2.0
Rake,Fly away,https://open.spotify.com/track/5JAQzLNnO4LWyFTCDsPGFM,./downloaded_mp3/Rake_Fly away.mp3,97,100,96.75,4.72,4,387,-0.57,-1.84
星羅,ラブレターのかわりにこの詩を。,https://open.spotify.com/track/5Ie5lKNEYDpzXGTc87xowo,./downloaded_mp3/星羅_ラブレターのかわりにこの詩を。.mp3,96,96,62.0,32.95,5,310,-0.7,-1.22
東京スカパラダイスオーケストラ,流星とバラード,https://open.spotify.com/track/6v15Dbe89xjPzgkHCypVAd,./downloaded_mp3/東京スカパラダイスオーケストラ_流星とバラード.mp3,91,94,78.33,17.2,6,470,-0.74,-1.21
aiko,戻れない明日,https://open.spotify.com/track/6UkBpHS1ye3eMXaZsX6I9U,./downloaded_mp3/aiko_戻れない明日.mp3,87,100,76.86,23.53,7,538,-0.83,-0.9
清竜人,痛いよ,https://open.spotify.com/track/0lxEVfWUdKaGrFbUnuQXU9,./downloaded_mp3/清竜人_痛いよ.mp3,84,84,44.2,25.34,5,221,0.43,-1.38
FUNKY MONKEY BABYS,涙,https://open.spotify.com/track/5Y8DR2KEUTryjMk1vlQSCS,./downloaded_mp3/FUNKY MONKEY BABYS_涙.mp3,83,98,75.38,21.8,8,603,-1.38,0.72
水樹奈々,PHANTOM MINDS,https://open.spotify.com/track/79gsfSEJXThxkYEKkEzfMS,./downloaded_mp3/水樹奈々_PHANTOM MINDS.mp3,81,98,71.75,22.02,4,287,0.12,-2.17
木村カエラ,You bet!!,https://open.spotify.com/track/7BuQdKT3vAjAmaBFAYZrCg,./downloaded_mp3/木村カエラ_You bet!!.mp3,79,95,67.33,25.68,6,404,-0.88,-0.68
